case_id,sample_type,over_18,consent_q,us_voter,age,gender,education,income,sexuality,religion,jewish_id,anes_party_id,pid_leaners,anes_ideology,2024_recalled_vote,need_for_cognition_1,need_for_cognition_2,trump_approval,generic_ballot,issue_rank_maxdiff,fighting_for_dem,fighting_for_gop,br_change,change_party,future_optimism,attention_check,2028_dem_primary,d_electable_maxdiff,d_base_vs_swing,2028_gop_primary,2028_gop_primary_djt,r_electable_maxdiff,r_base_vs_swing,hersh_battery_1,hersh_battery_2,hersh_battery_3,as_scenarios_1,as_scenarios_2,as_scenarios_3,as_scenarios_4,as_scenarios_5,as_scenarios_6,as_scenarios_7,as_scenarios_8,as_scenarios_9,as_scenarios_10,as_scenarios_11,as_scenarios_12,zionism_def_8,role_of_jews,jews_left_right,israel_exist,israel_military_aid,obbba_open,obbba_benefits,obbba_effects_gen_1,obbba_effects_gen_2,obbba_effects_gen_3,obbba_effects_gen_4,obbba_effects_gen_5,obbba_effects_pers,obbba_maxdiff_1,obbba_maxdiff_2,obbba_maxdiff_3,obbba_maxdiff_4,close_friends,opposite_sex_friends,body_count,leah_battery_1,leah_battery_2,leah_battery_3,leah_battery_4,milestones,trad_battery_1,trad_battery_2,trad_battery_3,trad_battery_4,trad_battery_5,manosphere_battery_1,manosphere_battery_2,manosphere_battery_3,manosphere_battery_4,manosphere_battery_5,manosphere_battery_6,gender_wars_1,gender_wars_2,gender_wars_3,gender_wars_4,gender_wars_5,a_as_whodefinessplit_do_who_defines_a,a_as_whodefinessplit_do_who_defines_b,a_as_whodefinessplit_do_who_defines_c,ces_race,age_actualnumber,weight,who_defines_a_1,who_defines_a_2,who_defines_a_3,who_defines_a_4,who_defines_a_5,who_defines_a_6,who_defines_a_7,who_defines_b_1,who_defines_b_2,who_defines_b_3,who_defines_b_4,who_defines_b_5,who_defines_b_6,who_defines_b_7,who_defines_c_1,who_defines_c_2,who_defines_c_3,who_defines_c_4,who_defines_c_5,who_defines_c_6,who_defines_c_7,zionism_def_1,zionism_def_2,zionism_def_3,zionism_def_4,zionism_def_5,zionism_def_6,zionism_def_7,over_18_label,consent_q_label,us_voter_label,gender_label,education_label,income_label,sexuality_label,religion_label,jewish_id_label,anes_party_id_label,pid_leaners_label,anes_ideology_label,2024_recalled_vote_label,need_for_cognition_1_label,need_for_cognition_2_label,trump_approval_label,generic_ballot_label,issue_rank_maxdiff_label,br_change_label,change_party_label,future_optimism_label,attention_check_label,2028_dem_primary_label,d_electable_maxdiff_label,d_base_vs_swing_label,2028_gop_primary_label,2028_gop_primary_djt_label,r_electable_maxdiff_label,r_base_vs_swing_label,hersh_battery_1_label,hersh_battery_2_label,hersh_battery_3_label,as_scenarios_1_label,as_scenarios_2_label,as_scenarios_3_label,as_scenarios_4_label,as_scenarios_5_label,as_scenarios_6_label,as_scenarios_7_label,as_scenarios_8_label,as_scenarios_9_label,as_scenarios_10_label,as_scenarios_11_label,as_scenarios_12_label,zionism_def_8_label,role_of_jews_label,jews_left_right_label,israel_exist_label,israel_military_aid_label,obbba_benefits_label,obbba_effects_gen_1_label,obbba_effects_gen_2_label,obbba_effects_gen_3_label,obbba_effects_gen_4_label,obbba_effects_gen_5_label,obbba_effects_pers_label,obbba_maxdiff_1_label,obbba_maxdiff_2_label,obbba_maxdiff_3_label,obbba_maxdiff_4_label,leah_battery_1_label,leah_battery_2_label,leah_battery_3_label,leah_battery_4_label,milestones_label,trad_battery_1_label,trad_battery_2_label,trad_battery_3_label,trad_battery_4_label,trad_battery_5_label,manosphere_battery_1_label,manosphere_battery_2_label,manosphere_battery_3_label,manosphere_battery_4_label,manosphere_battery_5_label,manosphere_battery_6_label,gender_wars_1_label,gender_wars_2_label,gender_wars_3_label,gender_wars_4_label,gender_wars_5_label,who_defines_a_1_label,who_defines_a_2_label,who_defines_a_3_label,who_defines_a_4_label,who_defines_a_5_label,who_defines_a_6_label,who_defines_a_7_label,who_defines_b_1_label,who_defines_b_2_label,who_defines_b_3_label,who_defines_b_4_label,who_defines_b_5_label,who_defines_b_6_label,who_defines_b_7_label,who_defines_c_1_label,who_defines_c_2_label,who_defines_c_3_label,who_defines_c_4_label,who_defines_c_5_label,who_defines_c_6_label,who_defines_c_7_label,zionism_def_1_label,zionism_def_2_label,zionism_def_3_label,zionism_def_4_label,zionism_def_5_label,zionism_def_6_label,zionism_def_7_label,age_bin,race,binary_race,age_gender,binary_race_gender,binary_race_education,weight_national,weight_youth
R_5ZOgImZ2GLYD9DP,18-34 RV oversample,1,1,1,1.0,Female,College+,3.0,1.0,12,2.0,1,,5.0,2.0,4.0,3.0,1.0,2.0,20.0,themselves,"military, businesses",2.0,3.0,2.0,1,,,,3.0,4.0,14.0,2.0,4.0,4.0,4.0,1.0,,,,,,1.0,,1.0,,1.0,,1.0,1.0,4.0,4.0,3,lack of healthcare,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,7.0,3.0,14.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,,,1.0,1,22.0,0.4213508196451679,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,"Yes, I am registered to vote",Woman,Bachelor's degree,"At least $50,000 but under $100,000",Straight (heterosexual),Nothing in particular,No,Republican,,Slightly conservative,Donald Trump,Disagree,Neither agree nor disagree,Strongly approve,The Republican,Ukraine and Russia,Things could be going better in America and what is needed is a return to basic stability,Both parties equally,Somewhat optimistic,Healthcare,,,,Brian Kemp,Brian Kemp,Steve Bannon,Republicans need to focus on moderating in order to appeal to the swing voters and independents who decide elections,Somewhat disagree,Somewhat disagree,Somewhat disagree,It is a form of anti-Jewish prejudice,,,,,,It is a form of anti-Jewish prejudice,,It is a form of anti-Jewish prejudice,,It is a form of anti-Jewish prejudice,,"I'm not familiar with the term ""Zionism""",Positive impact,Not sure,Not sure,Decreasing military aid to Israel,"The upper middle class (people making $100,000 to $200,000)",Not sure,Not sure,Disagree,Not sure,Not sure,Not sure,Republicans say: ${e://Field/r_msg_1},Republicans say: ${e://Field/r_msg_2},Republicans say: ${e://Field/r_msg_3},Republicans say: ${e://Field/r_msg_4},Yes,Yes,Yes,Yes,I have average experience relative to my peers,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,The man,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Both equally,Young men,Young women,Both equally,Young men,,,,,,,,,,,,,,,Leaders in the Black community,Academic experts on anti-Black racism,American society as a whole,,,The Black community as a whole,,,,,,,,,18-22,White,White,18-22_Female,White_Female,White_College+,0.3804217017902733,0.6016183438553293
R_1GdWsKWDruxeQj7,18-34 RV oversample,1,1,1,1.0,Female,No College,2.0,1.0,12,2.0,2,,2.0,1.0,3.0,2.0,4.0,1.0,1.0,Equality,Separation,2.0,2.0,3.0,1,3.0,9.0,2.0,,,,,3.0,3.0,3.0,,3.0,3.0,3.0,,,,,,,,3.0,1.0,4.0,4.0,4.0,5,Unfortunate,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,5.0,1.0,5.0,4.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,1.0,,,3,20.0,0.4297478893971754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,"Yes, I am registered to vote",Woman,"Some college, but no degree","At least $25,000 but under $50,000",Straight (heterosexual),Nothing in particular,No,Democrat,,Liberal,Kamala Harris,Neither agree nor disagree,Agree,Strongly disapprove,The Democrat,Cost of living/affordability,Things could be going better in America and what is needed is a return to basic stability,The Republican Party,Not very optimistic,Healthcare,Kamala Harris,Mark Cuban,Democrats need to focus on moderating their policies and ideology in order to appeal to a wider range of voters.,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Not sure,Not sure,Not sure,,,,,,,,Not sure,"I'm not familiar with the term ""Zionism""",Not sure,Not sure,Not sure,Not sure,Billionaires,Agree,Agree,Disagree,Agree,Agree,Will hurt my personal finances,Democrats say: ${e://Field/d_msg_1},Democrats say: ${e://Field/d_msg_2},Democrats say: ${e://Field/d_msg_3},Democrats say: ${e://Field/d_msg_4},Yes,Yes,Yes,Yes,I have average experience relative to my peers,The man,The woman,Doesn't matter/both equally,The woman,Doesn't matter/both equally,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Both equally,Both equally,Young women,Both equally,Both equally,,,,The U.S. government,,,,,,,,,,,,,,,,,,,,,,,,,18-22,Hispanic,Non-white,18-22_Female,Non-white_Female,Non-white_No College,0.6562911386366764,1.7014425201459198
R_5NRtdviNn0nAA23,18-34 RV oversample,1,1,1,2.0,Male,No College,2.0,1.0,3,,1,,4.0,3.0,2.0,3.0,3.0,2.0,3.0,Money,budgeting,3.0,4.0,3.0,1,,,,6.0,3.0,3.0,3.0,4.0,5.0,4.0,,2.0,2.0,,,,1.0,,,,1.0,,0.0,3.0,4.0,1.0,2,managing money,5.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,1.0,,1,25.0,0.3351990034960481,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Yes,Yes,"Yes, I am registered to vote",Man,"Some college, but no degree","At least $25,000 but under $50,000",Straight (heterosexual),Mormon,,Republican,,Moderate; middle of the road,Other,Agree,Neither agree nor disagree,Somewhat disapprove,The Republican,Jobs,Things in America are going poorly and what is needed is a major change and a shock to the system,Neither party,Not very optimistic,Healthcare,,,,Mike Pence,Ron DeSantis,Brian Kemp,Republicans don't need to change much from their 2024 strategy,Somewhat disagree,Strongly disagree,Somewhat disagree,,It is NOT a form of anti-Jewish prejudice,It is NOT a form of anti-Jewish prejudice,,,,It is a form of anti-Jewish prejudice,,,,It is a form of anti-Jewish prejudice,,,No impact or neutral impact,Not sure,Israel should exist as a Jewish state,Maintaining the same amount of military aid to Israel,"The wealthy (people making more than $200,000)",Agree,Agree,Disagree,Disagree,Agree,Will hurt my personal finances,Democrats say: ${e://Field/d_msg_1},Democrats say: ${e://Field/d_msg_2},Republicans say: ${e://Field/r_msg_3},Republicans say: ${e://Field/r_msg_4},Yes,No,Yes,Yes,I have less experience than my peers,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Young men,Young women,Young men,Young men,Young men,,,,,,,,,,,,,,None of the above,,,,,,,,,,,Establishing and maintaining a Jewish demographic majority in Palestine by driving out the native Palestinian population,,,,23-29,White,White,23-29_Male,White_Male,White_No College,0.5139097310897736,1.562417140603149
R_5CZbB09pksoBtoA,US registered voter,1,1,1,5.0,Female,No College,4.0,1.0,11,2.0,3,3.0,4.0,4.0,3.0,4.0,3.0,3.0,30.0,Not sure,Not sure,3.0,5.0,1.0,1,,,,,,,,1.0,1.0,1.0,1.0,,,3.0,,,,,3.0,1.0,,,1.0,3.0,4.0,4.0,4,Negative,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,,,1,49.0,3.198709897734558,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,"Yes, I am registered to vote",Woman,Some high school or less,"At least $100,000 but under $200,000",Straight (heterosexual),Something else,No,Independent,Neither,Moderate; middle of the road,Did not vote,Neither agree nor disagree,Disagree,Somewhat disapprove,Don't know,Housing,Things in America are going poorly and what is needed is a major change and a shock to the system,Not sure,Very optimistic,Healthcare,,,,,,,,Strongly agree,Strongly agree,Strongly agree,It is a form of anti-Jewish prejudice,,,Not sure,,,,,Not sure,It is a form of anti-Jewish prejudice,,,"I'm not familiar with the term ""Zionism""",No impact or neutral impact,Not sure,Not sure,Stopping all military aid to Israel,Billionaires,Agree,Disagree,Disagree,Agree,Agree,Will hurt my personal finances,Democrats say: ${e://Field/d_msg_1},Democrats say: ${e://Field/d_msg_2},Democrats say: ${e://Field/d_msg_3},Republicans say: ${e://Field/r_msg_4},Not sure,No,No,No,I have average experience relative to my peers,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Both equally,Both equally,Both equally,Both equally,Both equally,,,American society as a whole,,,,,,,,,,,,,,,,,,,,,,,,,,45-64,White,White,45-64_Female,White_Female,White_No College,1.7486673838511813,
R_59mKVF4A4w2wtYw,18-34 RV oversample,1,1,1,3.0,Female,No College,2.0,2.0,10,2.0,2,,3.0,1.0,2.0,4.0,4.0,1.0,10.0,"Women, minorities",Rich wealthy people,3.0,1.0,4.0,1,3.0,1.0,2.0,,,,,4.0,4.0,4.0,,,1.0,,,,,,3.0,,2.0,1.0,0.0,3.0,2.0,2.0,3,Horrendous,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,15.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,4.0,4.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,,,1.0,1,33.0,0.1687619185855301,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,"Yes, I am registered to vote",Woman,High school diploma or GED,"At least $25,000 but under $50,000",Gay or lesbian,Agnostic,No,Democrat,,Slightly liberal,Kamala Harris,Agree,Disagree,Strongly disapprove,The Democrat,Abortion,Things in America are going poorly and what is needed is a major change and a shock to the system,The Democratic Party,Not optimistic at all,Healthcare,Kamala Harris,Andy Beshear,Democrats need to focus on moderating their policies and ideology in order to appeal to a wider range of voters.,,,,,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,It is a form of anti-Jewish prejudice,,,,,,Not sure,,It is NOT a form of anti-Jewish prejudice,It is a form of anti-Jewish prejudice,,No impact or neutral impact,Jews have pushed American politics to the left.,"Israel should exist, but not as a Jewish state",Decreasing military aid to Israel,Billionaires,Agree,Agree,Disagree,Agree,Agree,Will hurt my personal finances,Democrats say: ${e://Field/d_msg_1},Democrats say: ${e://Field/d_msg_2},Democrats say: ${e://Field/d_msg_3},Democrats say: ${e://Field/d_msg_4},Yes,Yes,Yes,Yes,I have more experience than my peers,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Both equally,Both equally,Young women,Both equally,Both equally,,,,,,,,,,,,,,,Leaders in the Black community,,,,,,,A movement for self-determination and statehood for the Jewish people in their ancestral homeland,,,,,,,30-34,White,White,30-34_Female,White_Female,White_No College,0.4417644119261523,1.3013496172821846
R_53qEqzeZayQyo2B,US registered voter,1,1,1,4.0,Female,No College,3.0,1.0,11,2.0,1,,6.0,2.0,2.0,4.0,2.0,2.0,23.0,I couldn't even begin to guess because I don't think they even know who they are fighting for anymore.,They are fighting for Americans.,3.0,2.0,4.0,1,,,,1.0,1.0,13.0,2.0,3.0,5.0,5.0,1.0,,,2.0,,,3.0,2.0,,,,,1.0,3.0,3.0,1.0,2,Messy and cluttered,7.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,20.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,,,1.0,5,38.0,1.1095371549511746,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,"Yes, I am registered to vote",Woman,High school diploma or GED,"At least $50,000 but under $100,000",Straight (heterosexual),Something else,No,Republican,,Conservative,Donald Trump,Agree,Disagree,Somewhat approve,The Republican,Higher education,Things in America are going poorly and what is needed is a major change and a shock to the system,The Republican Party,Not optimistic at all,Healthcare,,,,JD Vance,Donald J. Trump,Robert F. Kennedy Jr.,Republicans need to focus on moderating in order to appeal to the swing voters and independents who decide elections,Neither agree nor disagree,Strongly disagree,Strongly disagree,It is a form of anti-Jewish prejudice,,,It is NOT a form of anti-Jewish prejudice,,,Not sure,It is NOT a form of anti-Jewish prejudice,,,,,"I'm not familiar with the term ""Zionism""",No impact or neutral impact,Jews have not pushed American politics to either side.,Israel should exist as a Jewish state,Maintaining the same amount of military aid to Israel,Groups will benefit roughly equally,Not sure,Disagree,Not sure,Disagree,Disagree,Will have no effect on my personal finances,Republicans say: ${e://Field/r_msg_1},Republicans say: ${e://Field/r_msg_2},Republicans say: ${e://Field/r_msg_3},Republicans say: ${e://Field/r_msg_4},Yes,Yes,Yes,Yes,I have average experience relative to my peers,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Both equally,Both equally,Both equally,Both equally,Both equally,,,,,,,,,,,,,,,,,,,The university president,,,,,,,,,,35-44,Other,Non-white,35-44_Female,Non-white_Female,Non-white_No College,1.096917887282833,
R_7hu7UYCtQhV1W0W,18-34 RV oversample,1,1,1,3.0,Female,No College,1.0,1.0,12,2.0,3,3.0,4.0,4.0,4.0,4.0,5.0,3.0,15.0,Unsure,Unsure,2.0,5.0,5.0,1,,,,,,,,3.0,3.0,3.0,,3.0,,,,,,,3.0,3.0,3.0,,1.0,4.0,4.0,4.0,5,Bullshit,8.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,10.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,,1.0,,1,33.0,0.4875430723039977,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,"Yes, I am registered to vote",Woman,Some high school or less,"Under $25,000",Straight (heterosexual),Nothing in particular,No,Independent,Neither,Moderate; middle of the road,Did not vote,Disagree,Disagree,Not sure or no opinion,Don't know,Climate change,Things could be going better in America and what is needed is a return to basic stability,Not sure,Not sure or no opinion,Healthcare,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Not sure,,,,,,,Not sure,Not sure,Not sure,,"I'm not familiar with the term ""Zionism""",Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Republicans say: ${e://Field/r_msg_1},Democrats say: ${e://Field/d_msg_2},Democrats say: ${e://Field/d_msg_3},Democrats say: ${e://Field/d_msg_4},Yes,Yes,Yes,Yes,I have average experience relative to my peers,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Not sure,Not sure,Not sure,Not sure,Not sure,,,,,,,,Leaders in the Muslim community,,,,,The Muslim community as a whole,,,,,,,,,,,,,,,,30-34,White,White,30-34_Female,White_Female,White_No College,0.4417644119261523,1.3013496172821846
R_5gGPwDsjXQd8WK9,18-34 RV oversample,1,1,1,2.0,Male,No College,2.0,1.0,12,2.0,2,,4.0,1.0,2.0,4.0,4.0,1.0,13.0,The people,The rich,3.0,1.0,3.0,1,3.0,12.0,2.0,,,,,3.0,3.0,3.0,,,1.0,3.0,3.0,,,1.0,,,,,1.0,4.0,4.0,4.0,5,,8.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2,27.0,0.175544158428133,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,"Yes, I am registered to vote",Man,High school diploma or GED,"At least $25,000 but under $50,000",Straight (heterosexual),Nothing in particular,No,Democrat,,Moderate; middle of the road,Kamala Harris,Agree,Disagree,Strongly disapprove,The Democrat,Race relations,Things in America are going poorly and what is needed is a major change and a shock to the system,The Democratic Party,Not very optimistic,Healthcare,Kamala Harris,Jared Polis,Democrats need to focus on moderating their policies and ideology in order to appeal to a wider range of voters.,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,It is a form of anti-Jewish prejudice,Not sure,Not sure,,,It is a form of anti-Jewish prejudice,,,,,"I'm not familiar with the term ""Zionism""",Not sure,Not sure,Not sure,Not sure,Not sure,Agree,Disagree,Not sure,Not sure,Not sure,Not sure,Democrats say: ${e://Field/d_msg_1},Democrats say: ${e://Field/d_msg_2},Democrats say: ${e://Field/d_msg_3},Democrats say: ${e://Field/d_msg_4},Yes,Yes,Yes,Yes,I have more experience than my peers,Doesn't matter/both equally,Doesn't matter/both equally,Doesn't matter/both equally,The woman,Doesn't matter/both equally,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Young men,Young men,Young men,Young men,Young men,,,,,,,,,,,,,,None of the above,,,,,,,,,,,,,,,23-29,Black,Non-white,23-29_Male,Non-white_Male,Non-white_No College,0.5267763466145848,1.2126951805436812
R_75Z9JH3FzVXW4he,18-34 RV oversample,1,1,1,3.0,Female,College+,4.0,1.0,1,,1,,5.0,1.0,2.0,4.0,4.0,1.0,13.0,Non white individuals,Rich,2.0,1.0,3.0,1,,,,6.0,5.0,18.0,2.0,4.0,5.0,3.0,1.0,1.0,,,,,1.0,,,,,1.0,1.0,1.0,3.0,4.0,1,not sure,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,30.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,,,1,31.0,0.4087864864448298,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,"Yes, I am registered to vote",Woman,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc.)","At least $100,000 but under $200,000",Straight (heterosexual),Protestant,,Republican,,Slightly conservative,Kamala Harris,Agree,Disagree,Strongly disapprove,The Democrat,Race relations,Things could be going better in America and what is needed is a return to basic stability,The Democratic Party,Not very optimistic,Healthcare,,,,Mike Pence,Glenn Youngkin,Doug Burgum,Republicans need to focus on moderating in order to appeal to the swing voters and independents who decide elections,Somewhat disagree,Strongly disagree,Neither agree nor disagree,It is a form of anti-Jewish prejudice,It is a form of anti-Jewish prejudice,,,,,It is a form of anti-Jewish prejudice,,,,,It is a form of anti-Jewish prejudice,"I'm not familiar with the term ""Zionism""",Positive impact,Jews have not pushed American politics to either side.,Not sure,Increasing military aid to Israel,Billionaires,Agree,Agree,Disagree,Agree,Agree,Will hurt my personal finances,Democrats say: ${e://Field/d_msg_1},Democrats say: ${e://Field/d_msg_2},Democrats say: ${e://Field/d_msg_3},Democrats say: ${e://Field/d_msg_4},Yes,Yes,Yes,Yes,I have more experience than my peers,Doesn't matter/both equally,The woman,The woman,The woman,The man,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Young women,Young women,Young women,Young women,Young men,Leaders in the Jewish community,,,,,The Jewish community as a whole,,,,,,,,,,,,,,,,,,,,,,,30-34,White,White,30-34_Female,White_Female,White_College+,0.3005167398326505,0.5110841141074239
R_6JdNuvCZmObnvKV,18-34 RV oversample,1,1,1,2.0,Male,College+,3.0,2.0,9,2.0,2,,1.0,1.0,2.0,4.0,4.0,1.0,30.0,Healthcare currently,Tradionalism,3.0,4.0,4.0,1,2.0,8.0,2.0,,,,,3.0,4.0,3.0,,,,2.0,2.0,,,,2.0,,1.0,,0.0,3.0,4.0,4.0,3,"trashy, terrible, benefiting the rich",6.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,30.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0,4.0,3.0,5.0,5.0,1.0,3.0,3.0,1.0,1.0,,,1.0,1,25.0,0.3266651430911773,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Yes,Yes,"Yes, I am registered to vote",Man,Bachelor's degree,"At least $50,000 but under $100,000",Gay or lesbian,Atheist,No,Democrat,,Extremely liberal,Kamala Harris,Agree,Disagree,Strongly disapprove,The Democrat,Housing,Things in America are going poorly and what is needed is a major change and a shock to the system,Neither party,Not optimistic at all,Healthcare,Alexandria Ocasio-Cortez,Gretchen Whitmer,Democrats need to focus on moderating their policies and ideology in order to appeal to a wider range of voters.,,,,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,,,It is NOT a form of anti-Jewish prejudice,It is NOT a form of anti-Jewish prejudice,,,,It is NOT a form of anti-Jewish prejudice,,It is a form of anti-Jewish prejudice,,,No impact or neutral impact,Not sure,Not sure,Decreasing military aid to Israel,Billionaires,Agree,Disagree,Disagree,Not sure,Not sure,Will improve my personal finances,Democrats say: ${e://Field/d_msg_1},Democrats say: ${e://Field/d_msg_2},Democrats say: ${e://Field/d_msg_3},Democrats say: ${e://Field/d_msg_4},Yes,Yes,Yes,Yes,I have average experience relative to my peers,Doesn't matter/both equally,The woman,Doesn't matter/both equally,Doesn't matter/both equally,The man,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Young men,Both equally,Both equally,Young men,Young men,,,,,,,,,,,,,,,Leaders in the Black community,Academic experts on anti-Black racism,,,The university president,,,,"Support for the continued existence of Israel, in the face of calls for its destruction or dissolution",,Establishing and maintaining a Jewish demographic majority in Palestine by driving out the native Palestinian population,The creation of a nation-state where Jews get more rights than others on the land,A form of racism and apartheid against Palestinians,,23-29,White,White,23-29_Male,White_Male,White_College+,0.349594654494689,0.6136141814365816
